PMID,Sentence,Subject,Predicate,Object
14642920,"In this article, I present some of the current challenges in the treatment of ALL in adolescents and young adults and propose strategies to improve outcome in these patients.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Young adult
15183902,"We performed HLA-mismatched stem cell transplantations with megadoses of purified positively selected mobilized peripheral blood CD34+ progenitor cells (PBPC) from adult donors in 27 children with acute lymphoblastic leukemia (ALL) in first (CR1 n = 7), second (CR2 n = 10), or third (CR3 n = 4) complete remission, and in refractory state (NR n = 6).",Stem cell transplant,TREATS,"Leukemia, Lymphocytic, Acute"
15183902,Haploidentical transplantation in childhood acute lymphoblastic leukemia (ALL) is a promising option for children lacking a suitable donor.,Transplantation,TREATS,"Leukemia, Lymphocytic, Acute, L1"
15183902,Haploidentical transplantation for acute lymphoblastic leukemia in childhood.,Transplantation,TREATS,"Leukemia, Lymphocytic, Acute"
15183902,"We performed HLA-mismatched stem cell transplantations with megadoses of purified positively selected mobilized peripheral blood CD34+ progenitor cells (PBPC) from adult donors in 27 children with acute lymphoblastic leukemia (ALL) in first (CR1 n = 7), second (CR2 n = 10), or third (CR3 n = 4) complete remission, and in refractory state (NR n = 6).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15183902,"We performed HLA-mismatched stem cell transplantations with megadoses of purified positively selected mobilized peripheral blood CD34+ progenitor cells (PBPC) from adult donors in 27 children with acute lymphoblastic leukemia (ALL) in first (CR1 n = 7), second (CR2 n = 10), or third (CR3 n = 4) complete remission, and in refractory state (NR n = 6).",Stem cell transplant,TREATS,Child
15285454,This contrast may indicate significant underdiagnosis of ALL in coloured children over the period in question.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15285454,"Of 246 children with ALL diagnosed in the period 1983 - 1999, 144 were male and 102 female.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15285454,SUBJECTS: All white and coloured children aged 0 - 12 years diagnosed as having ALL from 1983 - 1999.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15285454,SUBJECTS: All white and coloured children aged 0 - 12 years diagnosed as having ALL from 1983 - 1999.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Caucasoid Race
15749670,"There is now urgent need to incorporate MRD data into clinical studies, properly designed to address treatment questions, in order to explore whether a better tailored treatment would result in further improvement in cure rates for children with ALL.",Therapeutic procedure,TREATS,Child
15749670,"There is now urgent need to incorporate MRD data into clinical studies, properly designed to address treatment questions, in order to explore whether a better tailored treatment would result in further improvement in cure rates for children with ALL.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15749670,"There is now urgent need to incorporate MRD data into clinical studies, properly designed to address treatment questions, in order to explore whether a better tailored treatment would result in further improvement in cure rates for children with ALL.",Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute"
15749670,"Several retrospective studies have demonstrated the strong association between MRD and risk of relapse in childhood acute lymphoid leukemia (ALL), irrespective of the methodology used.","Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
16010438,Clonal T-cell receptor gamma (TCR-gamma) rearrangements are frequently used for detection of minimal residual disease (MRD) in childhood acute lymphoblastic leukemia.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
16010441,"The Fas-sensitive leukemia cell line, MML-1, was established from a child with B-precursor acute lymphoblastic leukemia.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
16207592,"To examine the genotypic frequency of CCND1 polymorphism, we performed a case-control study in a Chinese population of 183 children with ALL and 190 healthy controls.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
16952844,Acute lymphoblastic leukemia (ALL) is the most common subtype and infants with ALL have a greatly increased risk of treatment failure.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Infant
17095619,Prognosis of children with acute lymphoblastic leukemia (ALL) and intrachromosomal amplification of chromosome 21 (iAMP21).,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
17442692,"METHODS: A review of literature is provided on the mechanism of and cognitive toxicities for children and adolescents treated for acute lymphoblastic leukemia (ALL) and malignant brain tumors (BT) as well as the pharmacotherapy of stimulant medications, with a specific review of literature on the efficacy and safety of the stimulants for children with ALL and BT.",Stimulant,ISA,Pharmaceutical Preparations
17442692,"METHODS: A review of literature is provided on the mechanism of and cognitive toxicities for children and adolescents treated for acute lymphoblastic leukemia (ALL) and malignant brain tumors (BT) as well as the pharmacotherapy of stimulant medications, with a specific review of literature on the efficacy and safety of the stimulants for children with ALL and BT.",Stimulant,TREATS,Child
17442692,"METHODS: A review of literature is provided on the mechanism of and cognitive toxicities for children and adolescents treated for acute lymphoblastic leukemia (ALL) and malignant brain tumors (BT) as well as the pharmacotherapy of stimulant medications, with a specific review of literature on the efficacy and safety of the stimulants for children with ALL and BT.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
17442692,"METHODS: A review of literature is provided on the mechanism of and cognitive toxicities for children and adolescents treated for acute lymphoblastic leukemia (ALL) and malignant brain tumors (BT) as well as the pharmacotherapy of stimulant medications, with a specific review of literature on the efficacy and safety of the stimulants for children with ALL and BT.",Stimulant,TREATS,"Leukemia, Lymphocytic, Acute"
18221103,Intensified treatments with multi-drug regimens are responsible for the continuously increasing survival of children with acute lymphoblastic leukaemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18221103,Intensified treatments with multi-drug regimens are responsible for the continuously increasing survival of children with acute lymphoblastic leukaemia.,Treatment Protocols,USES,Pharmaceutical Preparations
18221103,"A practical approach to diagnosis and treatment of symptomatic thromboembolic events in children with acute lymphoblastic leukemia: recommendations of the ""Coagulation Defects"" AIEOP Working Group.",Thromboembolic event,PROCESS_OF,Child
18221103,"A practical approach to diagnosis and treatment of symptomatic thromboembolic events in children with acute lymphoblastic leukemia: recommendations of the ""Coagulation Defects"" AIEOP Working Group.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18221103,"Guidelines for the treatment of thrombosis in childhood only became available recently, but they do not include specific clinical subsets such as children with acute lymphoblastic leukaemia.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
14999936,[FISH detected 11q23 microdeletion and translocation at the long arm of chromosome 11 in a child with normal karyotypic acute lymphoblastic leukemia].,Long upper limb,PROCESS_OF,Child
14999936,[FISH detected 11q23 microdeletion and translocation at the long arm of chromosome 11 in a child with normal karyotypic acute lymphoblastic leukemia].,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15295608,Analysis of minimal residual disease in childhood acute lymphoblastic leukemia: comparison between RQ-PCR analysis of Ig/TcR gene rearrangements and multicolor flow cytometric immunophenotyping.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
15356653,Clinical significance of minimal residual disease in childhood acute lymphoblastic leukemia after first relapse.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
15356660,"Finally, we compared the reported twins with an additional 31 children with ALL by using the microarray technology.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15690069,"We analyzed causes of death, other than resistant disease or relapse, in 875 children with acute lymphoblastic leukemia (ALL) and 229 with acute myeloid leukemia (AML), treated on three different Dutch Childhood Oncology Group (DCOG) ALL and three AML protocols.",Disease,PROCESS_OF,Child
15690069,"We analyzed causes of death, other than resistant disease or relapse, in 875 children with acute lymphoblastic leukemia (ALL) and 229 with acute myeloid leukemia (AML), treated on three different Dutch Childhood Oncology Group (DCOG) ALL and three AML protocols.",lymphoblast,LOCATION_OF,"Leukemia, Myelocytic, Acute"
15690069,"We analyzed causes of death, other than resistant disease or relapse, in 875 children with acute lymphoblastic leukemia (ALL) and 229 with acute myeloid leukemia (AML), treated on three different Dutch Childhood Oncology Group (DCOG) ALL and three AML protocols.",lymphoblast,LOCATION_OF,"Leukemia, Myelocytic, Acute"
15690069,"We analyzed causes of death, other than resistant disease or relapse, in 875 children with acute lymphoblastic leukemia (ALL) and 229 with acute myeloid leukemia (AML), treated on three different Dutch Childhood Oncology Group (DCOG) ALL and three AML protocols.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15744345,This study characterized the additional chromosomal abnormalities (ACA) associated with 11q23 rearrangements in 450 infants and children with acute lymphoblastic leukemia (ALL) and examined the impact of these ACA on survival.,Chromosome abnormality,PROCESS_OF,Child
15744345,This study characterized the additional chromosomal abnormalities (ACA) associated with 11q23 rearrangements in 450 infants and children with acute lymphoblastic leukemia (ALL) and examined the impact of these ACA on survival.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Infant
15744345,This study characterized the additional chromosomal abnormalities (ACA) associated with 11q23 rearrangements in 450 infants and children with acute lymphoblastic leukemia (ALL) and examined the impact of these ACA on survival.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15744345,No prognostic effect of additional chromosomal abnormalities in children with acute lymphoblastic leukemia and 11q23 abnormalities.,Chromosome abnormality,NEG_AFFECTS,Child
15744345,No prognostic effect of additional chromosomal abnormalities in children with acute lymphoblastic leukemia and 11q23 abnormalities.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
15744345,This study characterized the additional chromosomal abnormalities (ACA) associated with 11q23 rearrangements in 450 infants and children with acute lymphoblastic leukemia (ALL) and examined the impact of these ACA on survival.,Chromosome abnormality,PROCESS_OF,Infant
16496289,"We report two children with precursor B ALL who had marked hypercalcemia (15.8 and 16.6 mg/dl, respectively) and disseminated osteolysis.","Leukemia, B-Cell, Acute",PROCESS_OF,Child
16496289,"We report two children with precursor B ALL who had marked hypercalcemia (15.8 and 16.6 mg/dl, respectively) and disseminated osteolysis.",Osteolysis,PROCESS_OF,Child
16496289,"We report two children with precursor B ALL who had marked hypercalcemia (15.8 and 16.6 mg/dl, respectively) and disseminated osteolysis.",Hypercalcemia,PROCESS_OF,Child
