NCT,Subject,Predicate,Object
NCT00014235,Whole-Body Irradiation,TREATS(INFER),Graft-vs-Host Disease
NCT00014235,Fludarabine phosphate,ISA,fludarabine
NCT00014235,Cyclosporine,ADMINISTERED_TO,Patients
NCT00014235,Whole-Body Irradiation,TREATS,Patients
NCT00014235,Whole-Body Irradiation,TREATS,"Complication, infection"
NCT00014235,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT00014235,mycophenolate mofetil,TREATS,Patients
NCT00014235,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00014235,Upper Extremity,LOCATION_OF,Graft-vs-Host Disease
NCT00014235,Allografting,USES,fludarabine
NCT01523977,Cells,LOCATION_OF,tumor growth
NCT01523977,Pharmacotherapy,TREATS,Patients
NCT01523977,everolimus,PREVENTS,tumor growth
NCT01523977,everolimus,STIMULATES,Pharmaceutical Preparations
NCT01523977,RAD 001,ISA,everolimus
NCT01523977,RAD 001,PREVENTS(SPEC),tumor growth
NCT01523977,Malignant neoplasm of kidney,ISA,Malignant Neoplasms
NCT01523977,Pharmaceutical Preparations,TREATS,Malignant Neoplasms
NCT01523977,Malignant Neoplasms,PROCESS_OF,Adult
NCT01523977,everolimus,ISA,Antineoplastic Agents
NCT01523977,Pharmaceutical Preparations,TREATS,"Leukemia, Lymphocytic, Acute"
NCT01523977,Laboratory,LOCATION_OF,Clinical Research
NCT01523977,Steroids,DISRUPTS,Leukemic Cell
NCT01523977,everolimus,DISRUPTS,Leukemic Cell
NCT01523977,everolimus,ISA,Pharmaceutical Preparations
NCT01523977,Pharmaceutical Preparations,TREATS,leukemia
NCT01523977,Veins,LOCATION_OF,everolimus
NCT01523977,Veins,LOCATION_OF,Entire oral cavity
NCT01523977,Veins,LOCATION_OF(SPEC),RAD 001
NCT01523977,RAD 001,ISA,everolimus
NCT01523977,Veins,LOCATION_OF,pegaspargase
NCT01523977,Erwinia asparaginase,ISA,ASPARAGINASE
NCT01523977,Muscle,LOCATION_OF,Erwinia asparaginase
NCT01523977,Intrathecal Chemotherapy,TREATS,leukemia
NCT01523977,Cytarabine,ISA,Therapeutic procedure
NCT01523977,Hydrocortisone,ISA,Therapeutic procedure
NCT01523977,Methotrexate,ISA,Therapeutic procedure
NCT01523977,Cerebrospinal Fluid,LOCATION_OF,Methotrexate
NCT01523977,Cerebrospinal Fluid,LOCATION_OF,Doxorubicin
NCT01523977,Cerebrospinal Fluid,LOCATION_OF,Vincristine
NCT01523977,Cerebrospinal Fluid,LOCATION_OF,pegaspargase
NCT01523977,Doxorubicin,ISA,Therapeutic procedure
NCT01523977,Doxorubicin,TREATS(SPEC),leukemia
NCT01523977,Prednisone,ISA,Therapeutic procedure
NCT01523977,Prednisone,TREATS(SPEC),leukemia
NCT01523977,Vincristine,ISA,Therapeutic procedure
NCT01523977,Vincristine,TREATS(SPEC),leukemia
NCT01523977,pegaspargase,ISA,Therapeutic procedure
NCT01523977,pegaspargase,TREATS(SPEC),leukemia
NCT01523977,Therapeutic procedure,TREATS,leukemia
NCT01523977,Pharmacotherapy,TREATS,Patients
NCT01523977,Pharmacotherapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT01523977,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01523977,RAD 001,ISA,everolimus
NCT00052520,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00052520,"Myeloid Leukemia, Chronic",ISA,Dysmyelopoietic Syndromes
NCT00052520,"Myeloid Leukemia, Chronic",PROCESS_OF,Patients
NCT00052520,"Myeloid Leukemia, Chronic",PROCESS_OF(SPEC),Patients
NCT00052520,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT00052520,Therapeutic procedure,TREATS,Patients
NCT00052520,Therapeutic procedure,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00052520,Therapeutic procedure,TREATS(INFER),"Myeloid Leukemia, Chronic"
NCT00052520,Therapeutic procedure,TREATS(INFER),Dysmyelopoietic Syndromes
NCT00052520,Adverse effects,PROCESS_OF,Patients
NCT00052520,Immunotherapy,ADMINISTERED_TO,Patients
NCT00052520,"Myeloid Leukemia, Chronic",ISA,Dysmyelopoietic Syndromes
NCT00052520,Nephroblastoma,PROCESS_OF,Patients
NCT00052520,Leukapheresis,TREATS,Donor person
NCT00052520,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00052520,Therapeutic procedure,TREATS,Disease
NCT00052520,Therapeutic procedure,TREATS,Recurrent disease
NCT00052520,Disease,PROCESS_OF,high-risk group
NCT00052520,Interleukin-2,ADMINISTERED_TO,Patients
NCT00052520,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00052520,Interleukin-2,ADMINISTERED_TO,Patients
NCT00052520,Clone Cells,PART_OF,Patients
NCT00052520,Therapeutic procedure,METHOD_OF,Retreatment
NCT00052520,Progressive Disease,PROCESS_OF,Patients
NCT00052520,partial response,PROCESS_OF,Patients
NCT00052520,"Myeloid Leukemia, Chronic",ISA,Dysmyelopoietic Syndromes
NCT00052520,"Myeloid Leukemia, Chronic",PROCESS_OF(SPEC),Patients
NCT00052520,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT00052520,"Immunotherapy, Adoptive",TREATS,Patients
NCT00052520,"Immunotherapy, Adoptive",TREATS(INFER),Dysmyelopoietic Syndromes
NCT00131053,"Leukemia, Lymphocytic, Acute, L2",PROCESS_OF,Patients
NCT00131053,Treatment Protocols,TREATS,Patients
NCT00131053,Treatment Protocols,TREATS(INFER),"Leukemia, Lymphocytic, Acute, L2"
NCT00131053,"Leukemia, Lymphocytic, Acute, L2",ISA,"Leukemia, Lymphocytic, Acute"
NCT00131053,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00131053,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00131053,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00186875,Therapeutic procedure,USES,Etoposide
NCT00186875,Therapeutic procedure,USES,Teniposide
NCT00186875,Therapeutic procedure,TREATS,Patients
NCT00186875,Disease,PROCESS_OF,Participant
NCT00186875,Hemopoietic stem cell transplant,TREATS,Participant
NCT00186875,Hemopoietic stem cell transplant,TREATS(INFER),Disease
NCT00186875,Pharmacotherapy,TREATS,Patients
NCT00186875,Antibodies,ASSOCIATED_WITH,Hypersensitivity
NCT00186875,Antibodies,compared_with,ASPARAGINASE
NCT00186875,ASPARAGINASE,ASSOCIATED_WITH,Hypersensitivity
NCT00186875,Therapeutic procedure,TREATS,Child
NCT00186875,Serum,LOCATION_OF,Antibodies
NCT00186875,"Neoplasm, Residual",OCCURS_IN,Child
NCT00186875,Remission Induction,ADMINISTERED_TO,Patients
NCT00186875,Induction,PRECEDES,Pharmacotherapy
NCT00186875,End,LOCATION_OF,Leukocytes
NCT00186875,Induction,TREATS,Patients
NCT00186875,Induction,PRECEDES,Hemopoietic stem cell transplant
NCT00186875,Induction,METHOD_OF,Hemopoietic stem cell transplant
NCT00186875,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00186875,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00186875,Induction,METHOD_OF,Hemopoietic stem cell transplant
NCT00186875,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00186875,Pharmacotherapy,PREVENTS,"Neoplasm, Residual"
NCT00186875,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00186875,Induction,METHOD_OF,Hemopoietic stem cell transplant
NCT01860937,T-Lymphocyte,LOCATION_OF,CD19 Antigens
NCT01860937,"Leukemia, B-Cell, Acute",PROCESS_OF,Patients
NCT01860937,Toxic effect,PROCESS_OF,Patients
NCT01860937,"Leukemia, B-Cell, Acute",PROCESS_OF,Patients
NCT01305200,Mucositis,PROCESS_OF,Patients
NCT01305200,Oral Mucositis,PROCESS_OF,Patients
NCT01305200,Mucositis,PROCESS_OF,Patients
NCT01305200,Mouth Sore,PROCESS_OF,Patients
NCT01305200,Stem cell transplant,TREATS,Patients
NCT01305200,Stem cell transplant,TREATS(INFER),Mucositis
NCT01305200,Stem cell transplant,TREATS(INFER),Mouth Sore
NCT01305200,Hematopoietic Stem Cell Transplantation,USES,calcium phosphate
NCT01305200,Placebos,PREVENTS,Oral Mucositis
NCT01305200,Placebos,PREVENTS,Febrile neutropenia
NCT01305200,Melphalan,compared_with,Whole-Body Irradiation
NCT01305200,Mucositis,PROCESS_OF,Patients
NCT01305200,Oral Mucositis,NEG_PROCESS_OF,Patients
NCT01305200,calcium phosphate,PREVENTS,Oral Mucositis
NCT01305200,Hematopoietic Stem Cell Transplantation,TREATS,Child
NCT01305200,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Oral Mucositis
NCT01305200,Oral Mucositis,PROCESS_OF,Child
NCT02551718,Acute leukemia,PROCESS_OF,Patients
NCT02551718,Therapeutic procedure,TREATS,Patients
NCT02551718,Therapeutic procedure,TREATS(INFER),Acute leukemia
NCT02551718,Acute leukemia,PROCESS_OF,Individual
NCT02551718,Cells,PART_OF,Patients
NCT02551718,Drug Combinations,AFFECTS,Blood
NCT02551718,Pharmaceutical Preparations,AFFECTS,Blood
NCT02551718,Therapeutic procedure,TREATS,Acute leukemia
NCT00450450,Bone Marrow Transplantation,NEG_TREATS,Patients
NCT00450450,Bone Marrow Transplantation,NEG_TREATS(INFER),Hematologic Neoplasms
NCT00450450,Bone Marrow Transplantation,TREATS,Patients
NCT00450450,Bone Marrow Transplantation,TREATS(INFER),Disease
NCT00450450,Bone Marrow Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00450450,Disease,ISA,Hematologic Neoplasms
NCT00450450,Disease,PROCESS_OF,Patients
NCT00450450,Disease,PROCESS_OF(SPEC),Patients
NCT00450450,Hematologic Neoplasms,ISA,Disease
NCT00450450,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00450450,Hematologic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00450450,Bone Marrow,PART_OF,Patients
NCT00450450,Disease,ISA,Hematologic Neoplasms
NCT00450450,Granulocyte Colony-Stimulating Factor,NEG_ASSOCIATED_WITH,Disease
NCT00450450,Granulocyte Colony-Stimulating Factor,NEG_ASSOCIATED_WITH,Hematologic Neoplasms
NCT00450450,Granulocyte Colony-Stimulating Factor,NEG_ASSOCIATED_WITH(SPEC),Disease
NCT00450450,Granulocyte Colony-Stimulating Factor,NEG_ASSOCIATED_WITH(SPEC),Hematologic Neoplasms
NCT00450450,Hematologic Neoplasms,ISA,Disease
NCT00450450,Disease,ISA,Hematologic Neoplasms
NCT00450450,Disease,PROCESS_OF,Patients
NCT00450450,Disease,PROCESS_OF(SPEC),Patients
NCT00450450,Filgrastim,TREATS,Disease
NCT00450450,Filgrastim,TREATS,Hematologic Neoplasms
NCT00450450,Filgrastim,TREATS(SPEC),Disease
NCT00450450,Filgrastim,TREATS(SPEC),Hematologic Neoplasms
NCT00450450,Hematologic Neoplasms,ISA,Disease
NCT00450450,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00450450,Hematologic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00450450,Graft acceptance,PROCESS_OF,Patients
NCT00450450,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00450450,Bone Marrow Transplantation,TREATS,Patients
NCT00450450,Treatment Protocols,ADMINISTERED_TO,Patients
NCT00450450,Whole-Body Irradiation,TREATS,Patients
NCT00450450,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00450450,Prophylactic treatment,TREATS,Patients
NCT00450450,host,LOCATION_OF,Disease
NCT00450450,Central Nervous System Leukemia,PROCESS_OF,Patients
NCT00450450,Allogeneic bone marrow transplantation,ISA,Bone Marrow Transplantation
NCT00450450,Allogeneic bone marrow transplantation,TREATS,Patients
NCT00450450,Filgrastim,TREATS,Patients
NCT00450450,Granulocyte Colony-Stimulating Factor,AUGMENTS,Bone Marrow
NCT02220985,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT02220985,HLA Antigens,ASSOCIATED_WITH,Graft-vs-Host Disease
NCT02220985,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT02220985,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT02220985,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT02220985,Bone Marrow,PART_OF,Patients
NCT02220985,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT02220985,Whole-Body Irradiation,TREATS,Patients
NCT02220985,Cells,PART_OF,Patients
NCT02220985,Whole-Body Irradiation,TREATS,Patients
NCT02220985,Upper arm,LOCATION_OF,Transplanted organ and tissue status
NCT02220985,Peripheral Blood Stem Cell,PART_OF,Patients
NCT02220985,Methotrexate,ADMINISTERED_TO,Patients
NCT02220985,HLA Antigens,PREVENTS,Graft-vs-Host Disease
NCT02446964,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT02446964,Acute leukemia,PROCESS_OF,Patients
NCT02446964,Vitelliform dystrophy,PROCESS_OF,Patients
NCT02446964,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT02446964,Adverse effects,PROCESS_OF,Patients
NCT02446964,Lymphatic Irradiation,ISA,Radiation therapy
NCT02446964,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT02446964,Lymphatic Irradiation,USES,fludarabine
NCT02446964,Lymphatic Irradiation,USES(SPEC),Fludarabine phosphate
NCT02446964,Lymphocyte,PART_OF,Patients
NCT02446964,Fludarabine phosphate,ISA,fludarabine
NCT02446964,Cell Transplantation,TREATS,Patients
NCT02446964,Cell Transplantation,USES,Cyclophosphamide
NCT02446964,Cell Transplantation,USES,Fludarabine phosphate
NCT02446964,Bone Marrow,LOCATION_OF,"Neoplasm, Residual"
NCT02446964,Lymphatic Irradiation,TREATS,Patients
NCT02446964,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT02446964,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT02446964,Tacrolimus,ADMINISTERED_TO,Patients
NCT02446964,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT02446964,Cyclosporine,ADMINISTERED_TO,Patients
NCT02446964,Therapeutic procedure,USES,Tacrolimus
NCT02446964,Therapeutic procedure,USES,mycophenolate mofetil
NCT02446964,Cyclophosphamide,TREATS,Patients
NCT02446964,Cyclophosphamide,TREATS(INFER),Dysmyelopoietic Syndromes
NCT02446964,Cyclophosphamide,TREATS(INFER),Acute leukemia
NCT02446964,Lymphatic Irradiation,METHOD_OF,Cell Transplantation
NCT02446964,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT02446964,Acute leukemia,PROCESS_OF,Patients
NCT02446964,Cell Transplantation,USES,Cyclophosphamide
NCT00867529,B-Cell Lymphomas,PROCESS_OF,Patients
NCT00867529,rituximab,TREATS,Patients
NCT00867529,rituximab,TREATS(INFER),B-Cell Lymphomas
NCT00867529,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00867529,rituximab,ISA,Monoclonal Antibodies
NCT00867529,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00867529,rituximab,ADMINISTERED_TO,Patients
NCT00867529,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00867529,Cell Transplantation,TREATS,Patients
NCT00867529,rituximab,TREATS,Patients
NCT00693602,Hypersensitivity,PROCESS_OF,Patients
NCT00693602,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00693602,Erwinase,TREATS,Patients
NCT00693602,Erwinase,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00693602,ASPARAGINASE,PART_OF,Escherichia coli
NCT00693602,Hypersensitivity,PROCESS_OF,Patients
NCT00693602,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00693602,Erwinase,TREATS,Patients
NCT00693602,Erwinase,TREATS(INFER),Adverse event
NCT00693602,Erwinase,TREATS(INFER),Allergic Reaction
NCT00693602,Adverse event,PROCESS_OF,Patients
NCT00693602,Allergic Reaction,PROCESS_OF,Patients
NCT00693602,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00693602,"Lymphoma, Non-Hodgkin's",PROCESS_OF,Patients
NCT00693602,Erwinase,TREATS,Patients
NCT00693602,Erwinase,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00693602,Erwinase,TREATS(INFER),"Lymphoma, Non-Hodgkin's"
NCT01529827,Melphalan,TREATS,Patients
NCT01529827,Melphalan,TREATS(INFER),Hematologic Neoplasms
NCT01529827,Whole-Body Irradiation,TREATS,Patients
NCT01529827,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT01529827,Fludarabine phosphate,TREATS,Patients
NCT01529827,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01529827,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01529827,Melphalan,DISRUPTS,Growth
NCT01529827,Melphalan,ISA,Pharmaceutical Preparations
NCT01529827,Fludarabine phosphate,DISRUPTS,Growth
NCT01529827,Fludarabine phosphate,ISA,Pharmaceutical Preparations
NCT01529827,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01529827,Bone Marrow,PART_OF,Patients
NCT01529827,Fludarabine phosphate,ISA,fludarabine
NCT01529827,Whole-Body Irradiation,TREATS,Patients
NCT01529827,Tacrolimus,ADMINISTERED_TO,Patients
NCT01529827,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01529827,Stem cell transplant,USES,Melphalan
NCT01529827,Stem cell transplant,USES,fludarabine
NCT01427881,Cyclophosphamide,PREVENTS,Graft-vs-Host Disease
NCT01427881,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT01427881,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01427881,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT01427881,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01427881,Bone Marrow,PART_OF,Patients
NCT01427881,Cyclosporine,TREATS,Patients
NCT01427881,Acute graft-versus-host disease,ISA,Graft-vs-Host Disease
NCT01427881,Whole-Body Irradiation,ADMINISTERED_TO,Patients
NCT01427881,fludarabine,ADMINISTERED_TO,Patients
NCT01427881,Busulfan,ADMINISTERED_TO,Patients
NCT01427881,fludarabine,ADMINISTERED_TO,Patients
NCT01427881,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT01427881,Central Nervous System Prophylaxis,TREATS,Patients
NCT01427881,Cyclosporine,ADMINISTERED_TO,Patients
NCT01427881,Cyclophosphamide,PREVENTS,Chronic graft-versus-host disease
NCT01384513,Bone Marrow Transplantation,TREATS,Patients
NCT01384513,Hemopoietic stem cell transplant,TREATS,Disease
NCT01384513,Hemopoietic stem cell transplant,TREATS,Patients
NCT01384513,Disease,PROCESS_OF,Donor person
NCT01384513,Therapeutic procedure,TREATS,Patients
NCT01384513,Hematologic Neoplasms,PROCESS_OF,Donor person
NCT01384513,Disease,PROCESS_OF,Patients
NCT01384513,Lymphatic Diseases,PROCESS_OF,Patients
NCT01384513,Graft-vs-Host Disease,OCCURS_IN,Patients
NCT01384513,Graft acceptance,PROCESS_OF,Patients
NCT01384513,Whole-Body Irradiation,TREATS,Patients
NCT01384513,Tacrolimus,ADMINISTERED_TO,Patients
NCT01384513,Donor Lymphocyte Infusion,TREATS,Patients
NCT01384513,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT01384513,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT01384513,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT01384513,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00856388,Disease,PROCESS_OF,Patients
NCT00856388,Melphalan,TREATS,Patients
NCT00856388,Melphalan,TREATS(INFER),Disease
NCT00856388,Melphalan,TREATS(INFER),Hematologic Neoplasms
NCT00856388,Pancytopenia,ISA,Disease
NCT00856388,Pancytopenia,PROCESS_OF(SPEC),Patients
NCT00856388,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00856388,Stem cell transplant,METHOD_OF,Whole-Body Irradiation
NCT00856388,Stem cell transplant,TREATS,Patients
NCT00856388,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00856388,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00856388,Graft acceptance,AFFECTS,Malignant Neoplasms
NCT00856388,Whole-Body Irradiation,TREATS,Patients
NCT00856388,Stem cell transplant,TREATS,Patients
NCT00856388,Fanconi's Anemia,PROCESS_OF,Patients
NCT00856388,Syndrome,PROCESS_OF,Patients
NCT00856388,Dyskeratosis Congenita,PROCESS_OF,Patients
NCT00856388,Stem cell transplant,USES,Melphalan
NCT00856388,Stem cell transplant,USES,fludarabine
NCT01088763,Vitelliform dystrophy,PROCESS_OF,Patients
NCT01088763,Adverse effects,PROCESS_OF,Patients
NCT01088763,Drug Kinetics,PROCESS_OF,Child
NCT01088763,Dexamethasone,TREATS,Child
NCT01088763,Dexamethasone,TREATS(INFER),"Leukemia, T-Cell"
NCT01088763,"Leukemia, T-Cell",PROCESS_OF,Child
NCT01088763,Oral form dexamethasone,ADMINISTERED_TO,Patients
NCT01088763,Dexamethasone,TREATS,Child
NCT01088763,Dexamethasone,TREATS(INFER),Solid tumor
NCT01088763,Dexamethasone,ASSOCIATED_WITH(INFER),"Leukemia, Lymphocytic, Acute"
NCT01088763,Dexamethasone,PART_OF,Patients
NCT01088763,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01088763,Solid tumor,PROCESS_OF,Child
NCT01088763,Child,LOCATION_OF,gamma-secretase
NCT00536601,Solid tumor,PROCESS_OF,Patients
NCT00536601,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00536601,Stem cell transplant,METHOD_OF,Whole-Body Irradiation
NCT00536601,Stem cell transplant,METHOD_OF,high-dose chemotherapy
NCT00536601,Stem cell transplant,TREATS,Patients
NCT00536601,Stem cell transplant,TREATS(INFER),Solid tumor
NCT00536601,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00536601,Blood,PART_OF,Patients
NCT00536601,Pharmacotherapy,METHOD_OF,Stem cell transplant
NCT00536601,Patients,USES,Treats
NCT00536601,Transplantation,TREATS,Solid tumor
NCT00536601,Transplantation,TREATS,Hematologic Neoplasms
NCT00118352,Cyclosporine,TREATS,Patients
NCT00118352,mycophenolate mofetil,TREATS,Patients
NCT00118352,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00118352,Adverse effects,PROCESS_OF,Patients
NCT00118352,Stem cell transplant,TREATS,Patients
NCT00118352,Stem cell transplant,TREATS,Hematologic Neoplasms
NCT00118352,Stem cell transplant,TREATS(INFER),Vitelliform dystrophy
NCT00118352,Stem cell transplant,TREATS(INFER),Adverse effects
NCT00118352,Monoclonal Antibodies,DISRUPTS,Growth
NCT00118352,Fludarabine phosphate,DISRUPTS,Growth
NCT00118352,alemtuzumab,DISRUPTS,Growth
NCT00118352,Campath,ISA,alemtuzumab
NCT00118352,Cyclosporine,ADMINISTERED_TO,Patients
NCT00118352,Whole-Body Irradiation,TREATS,Patients
NCT00118352,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00118352,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00118352,Campath,ISA,alemtuzumab
NCT00118352,Stem cell transplant,METHOD_OF,Whole-Body Irradiation
NCT00118352,Stem cell transplant,TREATS,Patients
NCT00118352,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00105001,Tacrolimus,TREATS,Acute graft-versus-host disease
NCT00105001,mycophenolate mofetil,TREATS,Acute graft-versus-host disease
NCT00105001,Acute graft-versus-host disease,PROCESS_OF,Patients
NCT00105001,Stem cell transplant,TREATS,Patients
NCT00105001,Stem cell transplant,TREATS,Hematologic Neoplasms
NCT00105001,Stem cell transplant,TREATS(INFER),Acute graft-versus-host disease
NCT00105001,Fludarabine phosphate,DISRUPTS,Growth
NCT00105001,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00105001,Treatment Protocols,PREVENTS,Acute graft-versus-host disease
NCT00105001,Whole-Body Irradiation,TREATS,Patients
NCT00105001,Tacrolimus,ADMINISTERED_TO,Patients
NCT00105001,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00105001,Tacrolimus,ADMINISTERED_TO,Patients
NCT00105001,Tacrolimus,ADMINISTERED_TO,Patients
NCT00105001,mycophenolate mofetil,ADMINISTERED_TO,Patients
